label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	154 m^2	0.6888	cat	Inan	0.84	0.4423 mph	0.1424	0.5981	416	Computer Game Design	1039	751
2	331 m^2	0.8241	dog	Andrew	0.7618	-0.0524 mph	0.7041	0.2883	972	Bioinformatics	197	659
1	551 m^2	0.0366	fish	Sam, Lise, Fabrice	0.0585	0.7701 mph	1.1175	1.3379	354	Statistics	-84	1395
3	605 m^2	0.7866	pig	rEILLY	0.1934	0.5437 mph	0.9045	-0.1191	33	Bioengineering	407	224
2	171 m^2	0.7338	reptile	Andrew	0.7529	0.2077 mph	0.346	0.2863	1082	Electrical Engineering	535	753
3	807 m^2	0.7883	hamster	Reilly	0.2663	0.7201 mph	0.8533	0.3286	277	Computer Engineering	566	-238
3	551 m^2	0.8783	pig	Reilly	-0.0431	0.6166 mph	0.9737	0.4773	218	Bioengineering	137	195
1	716 m^2	0.0123	fish	Chris, Sam, Lise, Fabrice	0.0696	0.7328 mph	0.8166	0.7082	690	Data Science	390	758
2	484 m^2	0.6347	REPTILE	Andrew	0.7388	0.172 mph	0.3157	0.3813	1021	Biotechnology	678	387
2	197 m^2	0.6545	reptile	Andrew	1.0531	0.129 mph	0.5341	0.3968	682	Natural Language Processing	625	618
3	1133 m^2	0.4873	pig	Eriq	0.3424	0.6106 mph	0.8389	0.6178	99	Games and Playable Media	55	373
3	984 m^2	0.7605	pig	Reilly	0.3692	1.0381 mph	0.8437	0.4397	591	Computer Engineering	283	22
1	367 m^2	0.2503	guinea pig	Sam, Chris	0.4881	0.6243 mph	1.0359	0.6611	225	Applied Mathematics	-33	894
1	868 m^2	0.2068	chicken	Chris, Fabrice	0.2759	1.182 mph	0.7906	0.9894	595	Computational Media	284	1247
2	86 m^2	0.6771	reptile	Andrew	0.4832	0.0043 mph	0.4868	0.0314	720	Natural Language Processing	692	635
2	31 m^2	0.7381	dog	Andrew	0.5296	0.2345 mph	0.1683	0.3565	783	Natural Language Processing	542	374
0	394 m^2	0.5045	hamster	Vani, Inan	1.2628	0.6085 mph	-0.3381	0.5099	807	Computer Game Design	958	347
3	883 m^2	0.7348	pig	Eriq	-0.034	1.0429 mph	0.7331	0.3182	290	Bioengineering	192	376
1	657 m^2	-0.0626	guinea pig	Sam, Fabrice, Michael, Chris	0.1666	0.9376 mph	0.8148	1.2943	438	Data Science	-54	1301
0	427 m^2	0.1192	cat	Vani	0.9509	0.2671 mph	-0.0447	0.7287	227	Computer Game Design	1022	316
3	610 m^2	0.799	pig	Reilly	0.3464	0.7595 mph	0.79	0.1691	159	Games and Playable Media	289	-98
3	645 m^2	0.7755	pig	Eriq	0.4625	0.9115 mph	0.4772	NULL	315	Technology and Information Management	154	-37
1	799 m^2	0.369	chicken	Sam, Lise	0.0912	0.8276 mph	1.2773	0.8454	636	Statistics	-91	1087
1	658 m^2	0.3623	fish	Michael, Fabrice, Sam, Lise	0.0019	1.0258 mph	0.7891	0.431	92	Data Science	67	682
0	404 m^2	0.5442	cat	Tony	0.9392	0.3053 mph	-0.0548	0.5504	1094	Computer Game Design	969	643
0	501 m^2	0.0729	cat	Vani	0.9248	0.3293 mph	0.1294	0.1628	973	Computer Game Design	962	502
1	592 m^2	-0.0157	chicken	Lise, Michael, Chris	0.4107	0.6678 mph	0.8818	0.461	323	Applied Mathematics	241	811
0	542 m^2	-0.012	rabbit	Inan, Vani	0.6396	0.4395 mph	-0.0485	0.5112	489	Computer Game Design	888	485
0	425 m^2	0.4382	cat	Vani	0.8496	0.5354 mph	0.0623	0.5649	1077	Computer Game Design	1336	619
0	234 m^2	0.2684	hamster	Inan, Vani	0.6215	0.4475 mph	0.2226	0.673	344	Computer Game Design	726	705
2	105 m^2	0.8672	ferret	Andrew	0.6298	0.1358 mph	0.1418	0.1409	308	Bioinformatics	1077	715
3	916 m^2	0.7068	pig	Eriq	0.3686	0.9865 mph	0.4367	0.5956	180	Human Computer Interaction	152	-25
0	461 m^2	0.2584	cat	Vani	0.9489	0.3085 mph	0.1616	0.683	455	Computer Game Design	861	593
1	950 m^2	0.2723	Guinea Pig	Michael	-0.145	0.4718 mph	0.6322	0.6113	526	Applied Mathematics	282	960
1	898 m^2	0.0056	guinea pig	Fabrice	0.5456	0.6232 mph	0.3011	0.7251	289	Data Science	126	901
2	317 m^2	0.9843	ferret	Andrew	0.8763	-0.1015 mph	0.4538	-0.1915	813	Electrical Engineering	787	560
3	658 m^2	0.3362	pig	Reilly	0.4907	0.9237 mph	0.675	0.4275	554	Human Computer Interaction	330	495
1	893 m^2	0.4915	fish	Chris, Sam, Fabrice	0.0887	0.4466 mph	0.7279	0.5349	612	Applied Mathematics	-121	957
0	500 m^2	0.632	cat	Vani, Tony	0.9828	0.6015 mph	0.1918	0.8748	723	Computer Game Design	932	457
2	-230 m^2	0.775	reptile	Andrew	0.9124	0.0533 mph	0.7674	0.3977	613	Electrical Engineering	613	856
1	829 m^2	0.2557	fish	Michael, Lise	0.2529	n/a	0.5306	0.611	348	Data Science	10	1087
2	38 m^2	0.9779	dog	Andrew	0.3175	0.2904 mph	0.525	0.4295	762	Bioinformatics	500	424
1	585 m^2	-0.0508	chicken	Fabrice, Sam	0.2561	0.6948 mph	1.0884	0.9451	678	Computer Science	380	931
3	930 m^2	0.426	pig	Reilly	0.3256	0.675 mph	0.5135	0.7051	-83	Computer Engineering	402	239
0	315 m^2	0.5871	hamster	Vani	0.9429	0.5804 mph	0.376	0.7282	726	Computer Game Design	1209	379
3	828 m^2	0.6679	pig	Reilly	0.584	0.5501 mph	0.6995	0.7984	-120	Robotics Engineering	487	246
1	557 m^2	0.0911	fish	Lise, Michael, Chris, Sam	0.1528	0.4512 mph	0.7198	1.0596	493	Data Science	-307	630
2	290 m^2	1.05	reptile	Andrew	0.856	0.389 mph	0.4919	0.1764	811	Natural Language Processing	840	721
2	-21 m^2	0.9824	dog	Andrew	1.0817	0.3242 mph	0.7667	0.112	824		919	266
2	56 m^2	0.987	reptile	Andrew	0.6251	0.0568 mph	0.5103	0.4095	1085	Bioinformatics	779	432
2	3 m^2	0.9273	reptile	Andrew	0.8609	0.44 mph	0.6628	0.3465	623	Electrical Engineering	968	762
2	414 m^2	0.6243	DOG	Andrew	0.8343	0.1652 mph	0.4034	0.2452	970	Natural Language Processing	79	583
2	577 m^2	0.6682	ferret	Andrew	0.7257	0.3652 mph	0.805	0.0733	432	Bioinformatics	538	1057
2	146 m^2	0.8582	ferret	Andrew	0.8659	-0.0481 mph	0.5226	0.4126	436	Electrical Engineering	825	878
1	623 m^2	0.0572	fish	Chris, Fabrice, Michael	0.3178	1.1776 mph	0.3889	0.942	757	Computer Science	389	1246
3	677 m^2	0.5023	pig	Reilly	-0.0441	0.2303 mph	0.6776	?	18	Computer Engineering	334	599
3	564 m^2	0.8551	pig	Reilly	0.0937	0.7473 mph	0.7461	0.3881	51	Human Computer Interaction	307	-51
3	643 m^2	0.5757	pig	Reilly	0.1994	0.7927 mph	0.9182	0.1565	71	Computer Game Design	104	10
1	769 m^2	0.227	ferret	Chris, Fabrice, Sam	0.3028	0.9086 mph	0.8155	0.8092	-126	Statistics	272	685
0	850 m^2	0.5807		Tony, Inan	0.4601	0.1737 mph	-0.1705	0.5651	481	Computational Media	1115	613
3	797 m^2	0.7733	pig	Reilly	0.3142	0.5575 mph	0.9224	0.3091	422	Bioengineering	429	393
3	745 m^2	NULL	pig	Eriq	0.0508	0.5884 mph	0.7766	0.3233	144	Computer Engineering	428	-134
1	488 m^2	-0.0724	chicken	Chris, Lise, Fabrice, Michael	0.1492	0.475 mph	0.5204	1.2477	442	Computational Media	-183	1392
2	306 m^2	0.8633	ferret	Andrew	0.3783	0.1117 mph	0.4781	0.3464	870	Natural Language Processing	612	523
3	910 m^2	0.6328	pig	Eriq	0.3596	0.5912 mph	0.494	0.0776	425	hUMAN cOMPUTER iNTERACTION	-188	60
1	645 m^2	0.0603	fish	Sam	0.076	0.9283 mph	1.1627	0.9493	-32	Applied Mathematics	-161	1132
1	667 m^2	0.315	chicken	Inan	0.356	0.8197 mph	0.8791	0.6824	607	Computational Media	-21	936
0	394 m^2	0.6604	hamster	Vani	0.8011	-0.1132 mph	-0.1183	0.7932	198	Computer Game Design	695	540
3	909 m^2	0.6418	pig	Eriq	0.1882	0.8411 mph	0.7408	-0.057	391	Bioengineering	752	315
1	748 m^2	0.4584	chicken	Chris, Sam, Lise, Fabrice	-0.1038	0.6358 mph	0.6285	1.1056	277	Computer Science	0	929
2	276 m^2	1.0086	bird	Andrew	0.6976	-0.1879 mph	0.5448	0.0063	515	Natural Language Processing	885	272
2	261 m^2	0.7275	dog	Andrew	0.8093	0.2942 mph	0.3812	0.133	491	eLECTRICAL eNGINEERING	545	675
0	302 m^2	0.3738	rabbit	Inan	0.5174	-0.0764 mph	0.0433	0.5147	283	Computer Game Design	1011	634
3	807 m^2	0.432	pig	Eriq	0.062	0.4455 mph	0.9916	0.0809	369	Bioengineering	309	196
0	194 m^2	0.3566	rabbit	Inan, Tony	0.8479	0.2625 mph	0.2413	0.6013	232	Computer Game Design	1022	222
3	726 m^2	0.496	pig	Eriq	0.3781	0.642 mph	0.6221	0.3939	329	Games and Playable Media	270	-15
0	36 m^2	0.494	hamster	Inan	0.7978	0.4685 mph	0.2728	0.8446	1002	Computer Game Design	644	270
2	308 m^2	0.8873	reptile	Andrew	1.0854	0.3059 mph	0.0933	0.3423	608	Electrical Engineering	642	895
1	753 m^2	0.1302	chicken	Chris, Sam	0.072	0.6984 mph	0.9228	0.8311	248	Computational Media	54	727
1	599 m^2	0.2445	fish	Chris, Lise, Sam, Michael	0.1509	0.5265 mph	0.6392	0.8111	586	Statistics	175	1068
0	84 m^2	0.2137	hamster	Inan	1.1771	0.3219 mph	-0.2082	0.8479	338	Computer Game Design	819	416
2	130 m^2	1.0099	bird	Andrew	1.0144	-0.0341 mph	0.4293	-0.0964	562	Biotechnology	593	753
3	734 m^2	0.9574	pig	Eriq	0.388	0.7386 mph	0.6874	0.5349	90	Bioengineering	-94	87
1	865 m^2	0.1286		Fabrice	0.1349	0.6143 mph	1.081	0.9254	481	Computer Science	250	876
1	853 m^2	0.6627	chicken	Fabrice, Lise, Chris	0.0131	0.5615 mph	0.9579	0.6996	824	Technology and Information Management	205	735
1	581 m^2	0.0434	fish	Fabrice	-0.2147	0.9918 mph	0.7585	1.3754	860	Data Science	-234	387
2	-109 m^2	0.8651	bird	Andrew	0.4796	0.201 mph	0.5697	0.2473	927	Natural Language Processing	245	464
0	597 m^2	0.8253	cat	Vani	1.2638	-0.0642 mph	-0.1638	0.6919	811	Computer Game Design	898	538
2	-91 m^2	0.8139	dog	Andrew	1.4362	0.3591 mph	0.111	0.095	781	Biotechnology	728	965
0	210 m^2	0.3962	cat	Tony, Inan	0.7313	0.6007 mph	-0.1775	0.8566	974	Computer Game Design	1253	474
3	729 m^2	0.6238	pig	Reilly	0.371	1.063 mph	0.5939	0.1502	-39	Computer Engineering	454	255
3	738 m^2	0.1358	pig	ERIQ	0.6619	0.7019 mph	0.8287	0.3654	408	Applied Mathematics	353	-247
3	996 m^2	0.5221	pig	Reilly	0.2642	0.6769 mph	0.7241	0.0476	83	Robotics Engineering	573	283
2	149 m^2	0.855	dog	Andrew	0.9016	0.3642 mph	0.2681	0.1679	991	Biotechnology	493	389
3	905 m^2	0.4615	pig	Reilly	0.54	0.5944 mph	1.0043	0.0586	931	Human Computer Interaction	118	504
0	495 m^2	0.4252	cat	Tony	0.7232	0.5915 mph	0.1607	0.7567	417	Computer Game Design	886	883
3	1303 m^2	0.8234	pig	Eriq	-0.0489	0.589 mph	0.9394	0.2311	250	Computer Engineering	431	253
0	372 m^2	-0.0017	cat	Inan, Tony	0.5816	0.522 mph	0.1585	0.3397	360	Computer Game Design	1209	597
0	483 m^2	0.5887	hamster	Tony	0.9599	0.6293 mph	0.1141	0.426	8	Computer Game Design	1100	296
3	801 m^2	0.7894	pig	Eriq	0.3422	0.9368 mph	0.8359	0.151	-9	Human Computer Interaction	11	-159
0	423 m^2	0.6685	rabbit	Inan	0.9753	-0.0044 mph	-0.0374	0.5026	679	Computer Game Design	592	433
2	296 m^2	0.797	dog	Andrew	0.696	0.1817 mph	0.622	0.1278	1190	Natural Language Processing	637	543
3	996 m^2	0.8152	pig	Reilly	0.2132	0.5984 mph	0.8224	0.3266	159	Human Computer Interaction	152	465
0	393 m^2	0.6158	rabbit	Tony	0.7832	0.3215 mph	-0.1746	0.7327	556	Computer Game Design	885	336
0	333 m^2	0.6226	cat	Inan	0.4406	0.8018 mph	-0.2572	1.3491	611	Computer Game Design	916	290
1	602 m^2	0.0018	hamster	Sam, Fabrice, Michael, Lise	-0.1435	0.9709 mph	0.6574	0.5421	426	Data Science	262	801
0	103 m^2	0.6671	rat	Inan	0.5974	0.4336 mph	-0.3773	0.8418	756	computer game design	1500	864
1	807 m^2	0.2055	guinea pig	Andrew	-0.1558	0.8281 mph	0.8787	0.602	121	Statistics	257	1155
3	953 m^2	0.4583	pig	Reilly	0.2831	0.629 mph	0.257	0.0882	508	Computer Engineering	-13	-181
2	-19 m^2	1.2901	reptile	Andrew	0.9911	-0.0515 mph	0.1039	0.4143	648	Bioinformatics	551	823
1	841 m^2	0.0696	guinea pig	Lise, Michael, Sam, Fabrice	-0.0738	0.9295 mph	0.9124	0.6931	264	Computer Science	124	1049
2	29 m^2	0.9173	dog	Andrew	0.3229	0.0496 mph	0.395	-0.2107	1155	BIOTECHNOLOGY	169	955
1	842 m^2	0.0052	chicken	Fabrice, Michael, Sam, Lise	-0.058	0.8513 mph	0.9602	0.9966	117	Statistics	-180	889
3	954 m^2	0.4713	pig	Reilly	0.2762	0.5629 mph	0.904	-0.1188	-301	Robotics Engineering	434	87
2	-94 m^2	0.8548	cat	Andrew	0.6052	0.1981 mph	0.2076	0.5121	421	Biotechnology	326	751
1	415 m^2	-0.0134	N/A	Michael, Fabrice, Lise	0.3273	0.7978 mph	0.7315	0.6187	755	Data Science	70	630
3	843 m^2	0.9727	pig	Reilly	0.0174	0.4215 mph	0.9072	0.3978	298	Games and Playable Media	453	112
2	180 m^2	0.7697	ferret	Andrew	1.1931	0.2166 mph	0.4245	-0.1986	n/a	Natural Language Processing	844	385
3	748 m^2	0.8006	pig	Reilly	-0.1782	0.1071 mph	0.7314	0.3039	485	Robotics Engineering	377	143
1	662 m^2	0.1921	guinea pig	Lise, Sam, Fabrice, Michael	-0.0171	0.8022 mph	0.9865	0.8986	259	Statistics	210	1361
2	89 m^2	0.5618	fish	Andrew	0.9088	?	0.6319	0.3047	682	Bioinformatics	764	611
3	605 m^2	0.5858	pig	Reilly	0.0443	0.6968 mph	0.6637	-0.2287	0	Robotics Engineering	622	32
2	100 m^2	0.5237	reptile	Andrew	0.569	0.1553 mph	0.7228	0.1484	809	Computer Game Design	599	992
1	767 m^2	0.2347	fish	Lise, Chris	0.0183	0.9511 mph	0.7608	0.4028	573	Computer Science	183	760
0	-50 m^2	0.6664	rabbit	Inan	1.1375	0.4214 mph	-0.2998	0.8018	629	Computer Game Design	1227	385
2	164 m^2	0.7548	pig	Andrew	0.5003	0.2447 mph	0.1544	-0.1326	559	Biotechnology	695	917
0	255 m^2	0.6117	hamster	Inan	0.7246	0.2432 mph	0.0281	0.8775	299	Computer Game Design	1266	483
2	57 m^2	0.9404	ferret	Andrew	0.5938	0.2804 mph	0.4506	0.1439	637	Natural Language Processing	776	926
1	644 m^2	-0.0232	fish	Vani, Tony	0.1971	0.479 mph	0.8505	0.6118	705	Data Science	228	762
1	945 m^2	0.2869	guinea pig	Fabrice, Lise, Chris	0.3007	0.5927 mph	0.9083	0.7983	312	Statistics	-345	762
1	603 m^2	0.2244	guinea pig	Lise, Sam, Fabrice, Chris	-0.033	0.9761 mph	0.8205	1.1309	134	Computer Science	179	623
0	327 m^2	0.651	cat	Vani	0.9761	0.3482 mph	0.3942	0.3384	760	Computer Game Design	1179	522
2	340 m^2	0.7186	reptile	andrew	0.6391	0.2522 mph	0.21	0.1992	355	Electrical Engineering	484	844
2	263 m^2	0.5473	bird	Andrew	0.6542	0.3923 mph	0.3808	0.1968	999	Electrical Engineering	897	918
2	35 m^2	0.7759	bird	Andrew	0.955	0.1885 mph	0.7941	0.2469	747	Bioinformatics	928	361
1	799 m^2	-0.0716	guinea pig	MICHAEL	0.3084	0.7155 mph	1.1277	0.803	339	Statistics	239	611
0	324 m^2	0.4225	rabbit	Chris, Michael, Lise	0.875	0.4722 mph	0.0589	0.7059	408	Computer Game Design	1081	752
1	758 m^2	0.1583	hamster	Sam, Chris	0.0096	0.7133 mph	0.5735	0.8113	613	Data Science	171	1218
1	737 m^2	0.1953	guinea pig	Chris, Fabrice, Sam, Lise	0.2721	0.5235 mph	0.8548	0.6152	212	Computer Science	-45	611
0	515 m^2	0.4906	rat	Vani	0.5634	0.316 mph	0.1436	0.5756	n/a	Computer Game Design	655	-31
3	1125 m^2	0.7969	pig	Reilly	0.1625	0.5724 mph	0.6003	0.1221	129	Computer Engineering	310	462
0	509 m^2	0.3788	hamster	Vani, Inan	1.0093	0.0767 mph	-0.3173	0.5876	56	Computer Game Design	991	448
1	719 m^2	0.3359	guinea pig	Andrew	0.1365	0.969 mph	0.6198	0.9127	449	Computer Science	43	1029
1	575 m^2	0.1771	guinea pig	Chris	0.194	0.773 mph	0.7552	0.8085	654	Data Science	-78	838
2	201 m^2	0.722	ferret	Andrew	0.7663	0.1621 mph	0.4025	0.441	546	Electrical Engineering	923	660
3	920 m^2	0.3872	pig	Eriq	0.3602	0.9279 mph	0.4624	0.3322	-247	Bioengineering	353	598
2	-16 m^2	1.0638	reptile	Andrew	0.8287	0.1272 mph	0.3581	0.4378	1014	Bioinformatics	559	822
3	671 m^2	0.7577	pig	Reilly	0.1779	0.7055 mph	0.8793	0.0812	-99	Robotics Engineering	270	45
2	123 m^2	0.7443	ferret	Andrew	0.6089	0.2485 mph	0.2208	0.3501	624	Electrical Engineering	685	549
0	190 m^2	0.4662	rat	Tony	0.7377	0.1624 mph	0.0704	0.4663	1114	Computer Game Design	718	374
1	787 m^2	0.1869	fish	Lise, Michael	0.2285	0.7446 mph	0.9483	0.9491	74	Computer Science	56	527
0	230 m^2	0.4661	cat	Inan	0.6489	0.2059 mph	-0.0072	0.7488	677	Computer Game Design	745	297
0	333 m^2	0.1384	cat	Inan, Tony	1.1051	0.3295 mph	-0.409	0.6556	770	Computer Game Design	1310	84
2	57 m^2	0.9686	ferret	Andrew	0.479	0.1056 mph	0.3886	0.5709	714	Biotechnology	788	596
0	304 m^2	0.5237	rat	Tony, Vani	0.8384	0.2168 mph	-0.0767	0.9193	649	Computer Game Design	808	511
1	588 m^2	0.0305	chicken	Lise, Fabrice, Sam	0.0069	0.9341 mph	0.6507	0.8316	228	Data Science	-109	883
1	1141 m^2	-0.1512	chicken	Chris, Fabrice	-0.1933	0.7823 mph	0.8054	0.7226	419		415	862
2	190 m^2	1.0924	ferret	Andrew	0.7842	0.2718 mph	0.2261	0.0139	693	Biotechnology	254	584
0	265 m^2	0.6681	rat	Vani	0.5115	0.4284 mph	0.0822	0.8547	449	Computer Game Design	813	907
3	862 m^2	0.5439	pig	Reilly	0.587	0.4864 mph	0.7809	0.4227	90	Games and Playable Media	413	30
1	419 m^2	0.3871	fish	Lise, Michael, Fabrice	0.4172	0.6723 mph	0.7194	0.7604	55	Computational Media	396	653
2	226 m^2	0.9384	reptile	ANDREW	0.7401	0.0917 mph	0.4105	n/a	1149	Biotechnology	345	597
2	58 m^2	0.6584	reptile	Andrew	0.627	0.2145 mph	0.5763	0.1319	795	Electrical Engineering	245	1110
3	958 m^2	0.5682	pig	Eriq	0.1528	0.6405 mph	0.8013	0.4083	227	Games and Playable Media	542	36
3	873 m^2	0.966	pig	Reilly	0.0045	0.8008 mph	0.9544	0.3665	406	Computer Game Design	246	-3
2	237 m^2	0.7149	reptile	Andrew	0.6349	0.279 mph	0.6906	0.0496	864	Electrical Engineering	407	1012
1	600 m^2	-0.0078	chicken	Sam	0.1774	0.8298 mph	0.4489	0.7123	233	Data Science	-24	951
1	758 m^2	0.3744	rabbit	Lise, Chris, Michael, Sam	-0.1271	0.9463 mph	0.7387	None	318	Technology and Information Management	-162	1574
1	740 m^2	0.2482	chicken	Sam, Fabrice, Lise	?	0.96 mph	0.6587	1.2951	395	Data Science	572	969
0	145 m^2	0.2532	rat	Tony, Vani	0.6718	0.3897 mph	0.1761	0.3538	72	Computer Game Design	1062	403
1	656 m^2	0.3483	FISH	Chris, Fabrice, Lise	-0.1736	0.9293 mph	0.4822	0.8831	1024	Statistics	-348	713
3	861 m^2	0.7717	pig	Reilly	0.1392	0.6612 mph	0.7762	0.2521	270	Computer Engineering	498	369
0	238 m^2	0.394	chicken	Inan, Tony	1.009	0.2927 mph	0.1145	0.4667	753	Computer Game Design	1173	203
1	451 m^2	0.3637	chicken	Sam	0.4125	0.8747 mph	0.9636	0.6302	918	sTATISTICS	40	599
0	489 m^2	0.3002	cat	Tony	0.7154	0.3215 mph	0.0434	1.1094	735	Computer Game Design	1081	245
3	1031 m^2	0.495	pig	Reilly	0.415	0.7354 mph	1.1661	0.1651	-72	Bioengineering	328	154
0	241 m^2	0.7161	rabbit	Vani, Inan	0.8132	0.5463 mph	0.0708	0.5015	894	Computer Game Design	1021	679
2	147 m^2	0.5524	reptile	Andrew	0.8714	0.2865 mph	0.472	0.4481	600	Bioinformatics	837	433
0	531 m^2	0.6018	rat	Vani, Inan	0.9952	0.0989 mph	-0.0441	0.4182	1034	Computer Game Design	1344	378
1	1013 m^2	0.0956	chicken	Chris, Lise	0.2018	1.1269 mph	0.6348	0.9502	398	Technology and Information Management	11	1499
2	249 m^2	0.874	dog	Andrew	0.7197	0.0738 mph	0.3745	-0.3447	595	Bioinformatics	506	676
0	278 m^2	0.4391	dog	Tony, Vani	0.8103	0.5794 mph	None	0.9378	423	Computer Game Design	1369	423
0	375 m^2	0.8524	rat	Tony, Inan	0.9955	0.0377 mph	0.1326	0.3851	589	Computer Game Design	1012	30
1	646 m^2	-0.111	chicken	Lise	0.3531	0.678 mph	1.3108	0.5845	313	Data Science	172	1326
0	545 m^2	0.448	cat	Vani, Tony	0.9531	0.1923 mph	0.2481	0.4895	427	Computer Game Design	708	1008
1	927 m^2	0.0481	fish	Fabrice, Michael, Sam	-0.3773	0.55 mph	0.9186	0.8188	429	Statistics	-178	825
1	994 m^2	0.2024	hamster	Michael	-0.2903	0.9115 mph	0.4596	0.6646	563	Applied Mathematics	-94	622
2	154 m^2	0.6509	reptile	Andrew	0.578	-0.0792 mph	0.1161	0.1029	909	Bioinformatics	648	639
1	557 m^2	0.0446	fish	Eriq	0.127	0.9562 mph	0.7029	0.947	200	Computer Science	335	650
1	970 m^2	0.1303	fish	Michael	0.2185	0.8736 mph	0.782	1.0357	494	Applied Mathematics	-37	760
3	901 m^2	0.6427	pig	Eriq	0.19	0.8633 mph	0.7581	0.2245	156	COMPUTER ENGINEERING	-299	211
1	968 m^2	-0.22	guinea pig	Chris	0.0561	0.7138 mph	1.0787	0.5274	453	Data Science	189	853
0	632 m^2	0.7892	rat	Tony, Inan	0.7845	NULL	-0.0937	0.653	673	Computer Game Design	1116	224
3	956 m^2	0.6758	pig	Reilly	0.3902	0.599 mph	0.6342	0.5764	25	Computer Engineering	378	-52
0	260 m^2	0.4964	hamster	Inan, Vani	1.0523	0.3181 mph	-0.0364	0.4104	1126	cOMPUTER gAME dESIGN	962	515
1	672 m^2	0.1347	chicken	Michael, Lise	-0.2285	1.0472 mph	0.6413	0.4844	250	Data Science	-76	601
0	42 m^2	0.5445	CAT	Inan	0.853	0.231 mph	0.1792	0.973	1281	Computer Game Design	1314	539
0	491 m^2	0.3724	cat	Vani, Inan	1.1654	0.0867 mph	-0.0725	0.6696	765	Computer Game Design	965	637
2	184 m^2	0.94	dog	Andrew	0.632	-0.1727 mph	0.404	0.2449	954	Bioinformatics	903	568
0	484 m^2	0.4919	rabbit	Inan	1.0842	0.4923 mph	0.2343	0.8146	335	Computer Game Design	676	761
0	539 m^2	0.7347	hamster	Inan, Vani	1.2593	0.567 mph	0.1028	0.3082	528	Computer Game Design	1157	260
3	809 m^2	0.9618	pig	Reilly	0.001	0.7715 mph	0.5888	0.4145	101	Human Computer Interaction	115	-87
1	696 m^2	0.335	fish	Sam	-0.2104	0.8696 mph	0.5262	0.6548	753	Computational Media	273	794
0	552 m^2	0.2197	cat	Vani, Tony	0.6427	0.3856 mph	0.0662	0.8371	397	Computer Game Design	950	313
2	239 m^2	0.7791	ferret	Andrew	0.9266	0.1858 mph	0.4191	0.3149	1074	Electrical Engineering	288	706
3	556 m^2	0.719	pig	Eriq	0.3371	0.814 mph	0.6322	0.7176	119	Computer Engineering	289	375
2	222 m^2	0.8437	ferret	Andrew	0.4548	0.2295 mph	0.554	0.1615	443	Electrical Engineering	718	559
0	625 m^2	0.2524	rat	Tony	0.6006	0.5318 mph	0.418	0.0557	906	Computer Game Design	1139	49
0	578 m^2	0.6093	hamster	Tony, Vani	0.8558	0.5362 mph	0.0073	0.5494	1019	Computer Game Design	1048	572
0	358 m^2	0.2534	cat	Inan, Vani	0.7663	0.4004 mph	0.1094	0.7569	810	Computer Game Design	1255	777
1	1053 m^2	0.0629	guinea pig	Lise	0.053	0.8539 mph	0.5785	0.5849	403	Data Science	376	1119
1	660 m^2	0.3495	guinea pig	Lise	-0.1184	0.8586 mph	0.5512	0.6313	385	Computer Science	83	1207
1	832 m^2	0.159	chicken	Fabrice, Lise, Chris	0.4348	0.7711 mph	1.0338	0.6791	538	Computational Media	-148	965
0	-26 m^2	0.3849	cat	Inan, Vani	1.1262	0.7003 mph	-0.0006	0.8474	743	Computer Game Design	917	929
1	698 m^2	0.3398	guinea pig	Fabrice	-0.155	0.5776 mph	0.6203	0.7549	365	COMPUTATIONAL MEDIA	152	887
1	758 m^2	-0.1761	fish	Michael, Sam, Chris, Fabrice	-0.2333	0.8915 mph	1.01	1.2523	0	Data Science	-520	1009
1	563 m^2	0.0827	guinea pig	Lise		0.5407 mph	0.6773	0.9774	196	Biotechnology	414	660
1	689 m^2	0.2093	fish	Fabrice	-0.1399	0.9624 mph	0.5244	0.8242	373	Computational Media	310	905
2	?	1.0251	reptile	Andrew	0.8895	-0.0521 mph	0.3239	-0.0916	971	Natural Language Processing	501	547
2	132 m^2	0.7415	bird	Andrew	0.8372	-0.0053 mph	0.5546	-0.0753	941	Bioinformatics	610	981
1	712 m^2	0.0347	fish	Chris, Fabrice, Michael	-0.1496	0.7459 mph	0.8579	0.8781	467	Computer Science	-418	900
2	9 m^2	0.9579	reptile	Andrew	0.9001	0.1481 mph	0.2118	0.0794	773	Electrical Engineering	580	1067
1	646 m^2	0.4787	fish	Michael, Chris	0.0867	0.5806 mph	0.7545	0.5874	112	Applied Mathematics	63	357
0	578 m^2	0.5755	cat	Inan, Tony	0.7743	0.5647 mph	-0.3227	0.5131	343	Computer Game Design	908	437
2	244 m^2	0.8011	dog	Andrew	0.3698	-0.2324 mph	0.502	0.0492	1121	Bioinformatics	687	534
3	748 m^2	0.9633	pig	Reilly	0.3241	0.6475 mph	0.8001	0.2664	323	Robotics Engineering	203	403
1	179 m^2	0.1059	fish	Fabrice	0.5412	0.4362 mph	0.5212	0.9071	174	Applied Mathematics	-233	1290
3	637 m^2	0.7272	pig	fABRICE, lISE	0.3738	0.6845 mph	1.0056	0.5919	52	Robotics Engineering	460	18
1	679 m^2	0.6643	chicken	Sam, Michael	0.2759	0.8784 mph	0.9647	0.4349	624	Data Science	-58	1295
1	639 m^2	0.2776	chicken	Chris	0.1782	0.9418 mph	0.7314	0.7948	1025	Computer Science	-99	1217
